Name,Anné de crétion,Chiffre affaires,Collaborateur,Siège,Activité,Presentation,Website,Skills,Linkedin,Twitter,Facebook,Others,Url,links
ALB CONSEIL,2006,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 Cabinet de conseil
"," ALB Conseil est un cabinet de conseil spécialisé dans la conduite des projets de transformation des sociétés financières. Composé de spécialistes des métiers de l'assurance, de la banque, de la finance de marché et de l'informatique, nous intervenons sur toute la chaîne des projets de transformation, du conseil métier à la mise en œuvre opérationnelle.ALB Conseil capitalise sur ses nombreuses références et accompagne actuellement 35 clients à Paris, Lille et Lyon. ",https://www.alb-conseil.com/,,,,,,https://www.free-work.com/fr/companies/alb-conseil,https://www.free-work.com/fr/companies/alb-conseil
TechByTech,2016,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de recrutement / placement
"," TechByTech offre des jobs ambitieux aux profils Tech exigeants qui souhaitent faire évoluer leur carrière.Placez votre temps et énergie dans les meilleurs opportunités grâce à notre réseau de recruteurs Tech qui fournissent continuellement de nouvelles offres de poste, parlent votre langue et comprennent vos besoins. A vous de matcher librement avec un job : en télétravail complet, hybride ou sur site, faites votre choix.✅ CDI ou Freelance✅ Tech, IT, Digital, Produit et Sales💡Nous sommes des recruteurs Tech tout-terrain !Nous nous sommes appuyés sur 15 ans d’expérience dans le recrutement pour développer une technologie intuitive qui accélère le recrutement. TechByTech est une plateforme unique qui concentre des réseaux de Talent coachs et conjugue leurs compétences pour augmenter vos chances de Match professionnel.Inscrivez-vous afin de :👉 Être pris.e en charge par un Talent coach👉 Matcher avec des opportunités ou recevoir des demandes de Match👉 Suivre les étapes du recrutement 👉 Recevoir les feedbacks d'entretienNos missions :✔ Concrétiser les ambitions professionnelles des candidats✔ Permettre aux entreprises et candidats de disposer de la force d'un réseaux de recruteurs, afin de les alimenter en jobs pertinents et en profils adéquats✔ Accélérer et simplifier le recrutement ",,"Serveur,Angular.js,Programmation,API REST,Data,Scrum Master,infrastructure,Cloud,Architecture,Business Intelligence,+45",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQFCRFq3IFw_FAAAAYPstU_of0Ic1UrwLElxvvYUpl7F9yT4cXAirl6Y141Ww8gRnPSnJb7z5N7ujUedYQkyEAAnNgmRyxJNm-dkEoYgoRwHetyQpSKiY80ZMyqS4v6LKCFLfQk=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Ftechbytech,https://twitter.com/techbytech_io,https://www.facebook.com/TechByTech.io,,https://www.free-work.com/fr/companies/techbytech,https://www.free-work.com/fr/companies/techbytech
NEXIAN,1998,"
 10 M€
","
 20 - 99
","
 Villeurbanne, Auvergne-Rhône-Alpes
","
 Agence WEB / Communication
"," Nexian, ESN spécialisée dans le domaine de l'infrastructure, la transformation digitale, et la direction de projets technico-fonctionnels. CONSEILConstituée de Consultants pluridisciplinaires, notre équipe Conseil développe une approche métier couplée d’une expertise technique en accord avec vos besoins. INGÉNIERIE APPLICATIVENos experts techniques vous accompagnent dans l’intégration de solutions NTICS, la mise en œuvre de solutions spécifiques et le pilotage de projets. INFRASTRUCTURE INFORMATIQUENEXIAN vous épaule de A à Z : de l’analyse de vos besoins, en passant par la conception de votre infrastructure, et jusqu’à la maintenance de cette dernière. INFOGÉRANCENEXIAN Consulting vous accompagne dans la mise en œuvre d’une Infogérance de votre informatique, afin de faciliter l’évolution permanente et souple de votre entreprise. ",https://nexian.fr/,,,,,,https://www.free-work.com/fr/companies/nexian,https://www.free-work.com/fr/companies/nexian
CGILANUM,2013,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de conseil
"," CGILANUM, cabinet d’expertise et de conseil orienté sur 3 axes principaux :- Conseil en organisation et management des SI, transformation digitale, IoT, Big Data, audit, pilotage de programme, mise en place de solutions de création de valeur, Management de transition- Prestations de délégation en régie (AT) ou projet au forfait – Ingénierie applicative (extranet/intranet/applications métiers/Mobile) autour des technologies web et sites e-commerce- AMOA(Banque et assurance)/AMOE(DevOps), BI, ESB, ETL, CRM, ERP, ECM, PORTALCGILANUM est dynamique et réactive, à la pointe de la technologie avec une expérience d'opérationnels de plus de 20 ans 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.cgilanum.fr,,,,,,https://www.free-work.com/fr/companies/cgilanum,https://www.free-work.com/fr/companies/cgilanum
Groupe Les Mousquetaires,Non renseigné,"
 Non renseigné
","
 > 1 000
","
 Bondoufle, Île-de-France
","
 DSI / Client final
"," Un modèle et une organisation unique ! 200 nouveaux projets pilotés par près de 900 collaborateurs, on peut dire que le pôle informatique est à la hauteur de la taille du groupement ! L’objectif : proposer des solutions numériques toujours plus innovantes au service de la performance des points de vente et des filiales bien sûr.Pour relever ce défi, toutes les expertises sont bienvenues : architectures informatiques, conception et réalisation d’applications, assistance aux utilisateurs… Et tous les talents aussi : chef de projet informatique, concepteur développeur, expert système ou réseaux, responsable sécurité en systèmes d’information... ",,,,,,,https://www.free-work.com/fr/companies/groupe-les-mousquetaires,https://www.free-work.com/fr/companies/groupe-les-mousquetaires
Talentum Solutions,2020,"
 300000
","
 < 20
","
 Montpellier, Occitanie
","
 Cabinet de recrutement / placement
"," Talentum Solutions est un cabinet de recrutement et conseil RH indépendant, spécialisé dans les métiers de la cyber sécurité et de l’informatique quantique. Ces domaines à forte valeur ajoutée et en constante évolution technologique connaissent une pénurie de candidats qualifiés dans les pays francophones. Le recrutement de nouveaux talents constitue pour nos clients une de leurs principales préoccupations. Nous sommes capables d'accompagner nos clients et nos candidats pour leurs missions de recrutement à l'international dans les pays limitrophes (France, Suisse, Belgique, Luxembourg, Monaco) mais également en Afrique et au Canada. Ceux-ci respectent également nos valeurs : respect, impartialité et bienveillance à l’égard des entreprises comme des candidats. Signataires de la charte de la diversité, nous veillons à garantir l’égalité des chances pour tous les candidats que nous présentons à nos clients. L’expérience terrain est un atout décisif pour tout recruteur : nous connaissons très bien les domaines et les secteurs d'activités au sein desquels nous recrutons des talents. Notre expertise terrain constitue une forte plus-value pour nos clients. Talentum est une start-up en constante évolution, reconnue pour son savoir-faire technique et sa réactivité technologique. Créée en 2020 mais forte de ses savoir-faire technologiques et méthodologiques acquis pendant plus de 10 ans, Talentum garantit à ses clients une qualité de prestation sans égale. Notre expertise nous permet aujourd’hui d’accompagner nos clients dans toutes les étapes de leurs projets tout en s’adaptant à des spécificités et des exigences de plus en plus fortes. De la définition du besoin, à l’intégration des candidats jusqu’à la formation des équipes client, notre offre personnalisable nous permet de nous inscrire comme un partenaire de référence. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://talentumsolutions.fr,"Architecture,Audit,Cybersécurité,Deep Learning,Direction de projet,Réseaux,securite,gestion de projet",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQHz2o29agknvQAAAYPsteBwbekNw0vW-cGly8-v6vCgElRwd5GA2QIJGV_arzUfOOjW2uOMaNQFoazh42Ht6M9sIYepECAOGwKz7NV9dVvb8Fl-QtWaoup0XZqhR-ybsFGxMsM=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Ffr.linkedin.com%2Fcompany%2Ftalentum-solution,,,,https://www.free-work.com/fr/companies/talentum-solutions,https://www.free-work.com/fr/companies/talentum-solutions
Kantys,Non renseigné,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de recrutement / placement
"," Kantys IT, cabinet de recrutement dans l'informatique à Paris, vous aide à identifier les profils correspondant aux besoins de votre entreprise. Notre mission est d’apporter une valeur ajoutée pérenne à votre effectif en misant à la fois sur les compétences et la personnalité des candidats que nous vous proposons. Nous recherchons des profils d'ingénieur en cybersécurité, ingénieurs DevOps, DATA engineer, Développeur React (java, .net) / Développeur Angular (java, .net). 0 offre d’emploi en ligne 0 offre de mission en ligne",https://kantys.fr/,"DevOps,React,Réseaux,Scrum master",,,,,https://www.free-work.com/fr/companies/kantys,https://www.free-work.com/fr/companies/kantys
APIXIT,1992,"
 Non renseigné
","
 250 - 999
","
 Les Ulis, Île-de-France
","
 ESN
"," APIXIT, spécialiste de la digitalisation des entreprises !Issue de la fusion entre les deux spécialistes des services numériques DCI et RETIS, APIXIT propose un accompagnement global sur l’ensemble de vos projets.Au quotidien, APIXIT accompagne ses clients, entreprises privées ou organisations publiques dans la transformation digitale des espaces de travail et dans la gestion et la sécurisation de leurs infrastructures digitales.Conscient que l’innovation est une de vos attentes et un atout différenciant, APIXIT est le partenaire privilégié des plus grands constructeurs et éditeurs et porte son attention et son expertise sur les enjeux des organisations : Big Data, IA, IOT, OTI, Software Defined Network.APIXIT cultive l’expertise augmentée individuelle et collective. Celle-ci nous permet de proposer un panel de compétences larges et complémentaires, gagées des plus hauts niveaux de certifications. ",https://www.apixit.fr/,"Architecture,Audit,cisco,Cloud,Cybersécurité,Déploiement,Firewall,Infrastructure,Réseaux,Pilotage,+4",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQFjSC7Upe5i0wAAAYPsthcgNk_YHPbFNBhaJlxXkJHUToRej4qQNJ-IkoiRLHcJuAubS3FuNsRR2tzD1NZAgzeoybUAj7wD3BcWAbOar3xIi6YeQYWU7gikYhOFm7dwJe4fvb8=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fapixit%2Fmycompany%2F,,,,https://www.free-work.com/fr/companies/apixit,https://www.free-work.com/fr/companies/apixit
Groupe Aptenia,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Lyon, Auvergne-Rhône-Alpes
","
 Cabinet de conseil
"," Aptenia is a specialist boutique consulting agency tailored to meet our clients’ needs. Our aim is to help our clients meet their staffing goals, reduce position downtime & minimize output downfall, through finding the right people, quickly.Our aim is to help build a service that appreciates the talent and empathizes with ventures. We have a trusted and proven network of candidates.Matching the top technical talent with fast-growing tech companies, I specialize in helping build teams placing the top 1%-3% of candidates across Europe.We offer a modern recruitment solution for today’s top companies, which allows our clients to sustain growth and profitability, putting us a cut above our competitors.Our team specializes in recruiting in the areas of:• Cloud• Cybersecurity• Data Science• Big Data ",https://www.aptenia.fr/,,,,,,https://www.free-work.com/fr/companies/groupe-aptenia,https://www.free-work.com/fr/companies/groupe-aptenia
TCM Labs,2018,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 Cabinet de conseil
"," TCM Labs, cabinet de conseil IT et métier indépendant,Les consultants TCM Labs sont amenés, simultanément, à comprendre les besoins métier de nos clients, maitriser la technique et proposer des évolutions d'organisation permettant d'apporter les meilleures solutions aux utilisateurs des solutions IT mise en oeuvre.Nous intervenons sur toute la chaine de valeur, de la définition des cas d'usage à la mise en production régulière des solutions IT réalisées. Parmi nos principales préoccupations, nous cherchons à nous améliorer de manière continue.Nous intervenons essentiellement chez des grands comptes dans des secteurs variés : cosmétique & luxe, grande distribution, banque, assurance. Nous accompagnons aussi des start-up dans leur phase de scaling.Nous intervenons essentiellement chez nos clients, sur des missions en régie ou au forfait.Pour nos collaborateurs, nous mettons en place un cercle vertueux d'apprentissage : montée en compétence grâce aux seniors et associés du cabinet, connaissances de multiples environnements clients et nous partage régulier des connaissances. Chaque consultant peut choisir, une fois par an, d'assister à la conférence de son choix partout en Europe - financé par TCM Labs ! 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.tcmlabs.fr/,"Azure,DevOps,Javascript,Kubernetes,React,AWS Cloud,AWS",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQEc_lTeFqXWTAAAAYPstkYAOJhCnZOb4bvxFhkjARLCPvLS7JgxDAMWMUz3oaiHHyewpJiOFlFW3lARmNEtiVaSTqr1qWf66DOc9mGQah_HCeAf_-0RNzp8wZsHdLjChQUjDmA=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Ftcmlabs%2Fmycompany,,,,https://www.free-work.com/fr/companies/tcm-labs-1,https://www.free-work.com/fr/companies/tcm-labs-1
Aepsilon,2009,"
 Non renseigné
","
 20 - 99
","
 Valbonne, Provence-Alpes-Côte d'Azur
","
 ESN
"," En 2021, Aepsilon est devenue entreprise à mission.Notre raison d'être: mettre le numérique et l'influence de l'entreprise au service de la transition sociale, écologique et économique.Nos causes:- la lutte contre le réchauffement climatique, l’extinction de la biodiversité et l’accroissement des inégalités- la lutte pour l’égalité des genres, pour la diversité, pour l’inclusion et pour la justice socialeNos missions:- sensibiliser notre écosystème aux causes que nous défendons- mesurer et améliorer de façon continue nos impacts sociaux et environnementaux- former nos salariés aux impacts environnementaux du numérique, à l’éco-conception et à la sobriété numérique- mettre en application ces bonnes pratiques dans toutes nos prestations d’accompagnement, d’assistance technique et de développeNos partenaires et nos implications localesLe Shit Project, le collectif Tech For Good, le mouvement Impact France, le collectif Lucie (label Numérique Responsable), le collectif Nice Open Source, la Fresque du Climat, le collectif 2 Tonnes, , l'IAE, l'EDHEC, le SKEMA, Polytech Nice, la Metropole de Nice, le groupe Enedis.Aepsilon est l'entreprise de référence à Sophia Antipolis et sur le territoire Azuréen dans la gestion de transition numérique, écologique, sociale et économique. ",,"React,Angular,Spring,Python,Javascript,Java",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQFGFBCNdxU0xQAAAYPstmFYVKj6_a_7L2Ryh8AqSGDqMfJmv4UR9EWDEiy1ct_oskbRmk4O1RsTEqcxr-c0F2ty_rcSSWOeY2NLYOVPPdweNCpi9HrPYaWcu_Q5YtqqWoLL9Bc=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fmyaepsilon%2F%3FviewA,,,,https://www.free-work.com/fr/companies/aepsilon-1,https://www.free-work.com/fr/companies/aepsilon-1
Barma Solutions,2018,"
 Non renseigné
","
 < 20
","
 Boulogne-Billancourt, Île-de-France
","
 Sourcing / chasseur de têtes
"," Barma Solutions marque de Aseck Consulting, est un cabinet de sourcing , chasseur de tête qui à un réseaux de consultants compétents et fiables.Nous mettons en relation tout type de profil soigneusement sélectionnés à la disposition des entreprises qui ont des besoins. ",https://barma-solutions.com,,,,,,https://www.free-work.com/fr/companies/barma-solutions,https://www.free-work.com/fr/companies/barma-solutions
SKOTT GROUP SAS,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 Cabinet de conseil
"," ▶ Qui sommes-nous ?➡ SKOTT GROUP est un cabinet de conseil spécialisé dans l’accompagnement de ses clients et consultants dans le domaine de la DATA. Fondé par une équipe d’associés partageant les mêmes valeurs d'Excellence et de Transparence, nous plaçons l'humain au cœur de nos activités. 📈➡ Nous vous offrons à nos clients un accompagnement professionnel et de qualité tout au long du cycle de vie de leurs données dans divers domaines. 🧬➡️ Au sein de nos quatre filiales spécialisées, nous proposons à nos consultants partenaires un positionnement adapté et évolutif favorisant ainsi la pérennité de la collaboration. ☁️ 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.skott.fr/,".NET,.NET CORE,BI,Big Data,c#,Cloud,Data science,Deep Learning,DevOps,Docker,+10",,,,,https://www.free-work.com/fr/companies/skott-group-sas,https://www.free-work.com/fr/companies/skott-group-sas
BIFORA,Non renseigné,"
 Non renseigné
","
 < 20
","
 Bordeaux, Nouvelle-Aquitaine
","
 Cabinet de conseil
", Cabinet de conseil spécialisé dans la data sur des projets structurants dans la banque et finance.Une équipe super motivée avec des expertises multiples dans la data mais aussi dans le développement web. ,https://bifora.netlify.app/,"Data Science,BI,DevOps,Data mining,Big Data,Cloud,Python",,,,,https://www.free-work.com/fr/companies/bifora,https://www.free-work.com/fr/companies/bifora
TEMERITATI CONSULTING,Non renseigné,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de conseil
"," > Maîtrise des Risques et Contrôles:Dans un environnement de plus en plus contraint, nous accompagnons les acteurs des services d’investissements dans la mise en place, la surveillance et l’optimisation des dispositifs de maîtrise des Risques et de Contrôles Permanents.> Architecture d'entreprise et Optimisation de processus:Une organisation qui marche est une organisation qui vit. C’est fort de cette conviction que nous accompagnons nos clients dans leurs projets de revue et d'amélioration de processus, pour les aider à atteindre un niveau d'efficacité optimum.>Transformation par la technologie:Plus que jamais, la maîtrise de la donnée est cruciale pour une meilleure compréhension de son marché.Temeritati vous aide dans le choix et la mise en œuvre des solutions appropriées pour : - Une meilleure connaissance de vos clients et de leurs usages, - Accompagner l'accélération de votre croissance et l'amélioration de votre efficacité opérationnelle. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://temeritati.eu/en,,,,,,https://www.free-work.com/fr/companies/temeritati-consulting,https://www.free-work.com/fr/companies/temeritati-consulting
Agate IT,2021,"
 Non renseigné
","
 < 20
","
 Courbevoie, Île-de-France
","
 ESN
"," Nous sommes un cabinet de conseil regroupant une communauté d’experts passionnés par les nouvelles technologies et accompagnons nos clients sur leurs problématiques de transformation digitale autour de projets IT innovants.Notre ADN profond est relié au Craft au travers de ces 4 manifestes : - « Pas seulement des logiciels opérationnels, mais aussi des logiciels bien conçus. »- « Pas seulement l'adaptation aux changements, mais aussi l'ajout constant de valeur. »- « Pas seulement les individus et leurs interactions, mais aussi une communauté professionnelle. »- « Pas seulement la collaboration avec les clients, mais aussi des partenariats productifs. »Nous relevons les challenges opérationnels de nos clients en créant et délivrant des applications et des systèmes robustes, scalables et maintenables dans le temps.Notre communauté d'experts partage tous les mêmes valeurs : Passion, excellence technique et partage des connaissances.AGATE est spécialisée sur le développement Web / Craft, le DevOps, le Cloud, la Data et le Big Data 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.agate-it.fr/,,,,,,https://www.free-work.com/fr/companies/agate-it,https://www.free-work.com/fr/companies/agate-it
Neofacto France,2014,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 ESN
"," Créé en 2000, NEOFACTO est un acteur majeur qui accompagne les entreprises dans leur digitalisation.À travers son bureau parisien Neofacto accompagne les start-up et les grands comptes dans la réalisation de leurs projets blockchain. À ce titre, Neofacto France évolue dans un environnement technique principalement orienté autour des technologies Javascript (reactJS, vueJS, nodeJS, Typescript etc. ...). Mais Neofacto France, c'est aussi et principalement la possibilité d'évoluer dans l'univers de la blockchain et des cryptos asset en intervenant dans l'environnement technique suivant : Ethereum, Tezos, Solidity, Hyperledger Fabric ... ",,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQGybgmlE5D29QAAAYPstvmwXW8n1mzJlQyZa-m7VoHcXDxqGfS3gqf37UzopvKr6Re_WKpqhF7EgiZXDZwtzJi7DXSZuzYYCj1xmTu94pORqZcawAufhrc2QMSuoQRqWlrA8fQ=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fneofacto%2F,https://twitter.com/neofacto,,,https://www.free-work.com/fr/companies/neofacto-france,https://www.free-work.com/fr/companies/neofacto-france
ONBOARDING DIGITAL,2020,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
"," ONBOARDING DIGITAL place les valeurs humaines au cœur de ses préoccupations et entretient avec ses clients une relation basée sur la confiance, la transparence, le respect des engagements et une connaissance approfondie de leurs environnements techniques et de leurs métiers.La qualité de nos Onboarders ainsi que leur Onboarding sont le secret de notre réussite !Issus des meilleures formations et certifiés, nos Onboarders offrent à nos clients l’excellence qu’ils attendent.Notre savoir-faire se décline à travers une gamme de prestations de services, couvrant l’ensemble des étapes des projets chez nos clients.Nous croyons que l’informatique transforme nos sociétés.Nous savons que les réalisations marquantes sont le fruit du partage des savoirs et du plaisir à travailler ensemble.Une chose de certaine, nous recherchons en permanence des meilleures façons de faire.Avec Onboarding Digital, vous choisissez des équipes avec des convictions fortes, engagées dans la réussite de vos projets. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://onboarding-digital.com/,,,,,,https://www.free-work.com/fr/companies/onboarding-digital,https://www.free-work.com/fr/companies/onboarding-digital
Kleever,Non renseigné,"
 Non renseigné
","
 < 20
","
 Asnières-sur-Seine, Île-de-France
","
 Cabinet de conseil
", Kleever est un cabinet de conseil en recrutement digital. ,https://www.kleever.com/,,,,,,https://www.free-work.com/fr/companies/kleever-1,https://www.free-work.com/fr/companies/kleever-1
RUBIS INFORMATIQUE,Non renseigné,"
 Non renseigné
","
 Non renseigné
","
 Paris, France
","
 Cabinet de recrutement / placement
"," Rubis Informatique est une ESN à taille humaine qui accompagne les candidats dans la recherche d'entreprises qui proposent des projets à impact. Notre mission est aussi d'accompagner les partenaires afin d'optimiser leurs projets, trouver des candidats qui partagent la même passion , pour développer les solutions du futur. 0 offre d’emploi en ligne 0 offre de mission en ligne",http://rubis-informatique.com,,,,,,https://www.free-work.com/fr/companies/rubis-informatique,https://www.free-work.com/fr/companies/rubis-informatique
NOOEH,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Aix-en-Provence, Provence-Alpes-Côte d'Azur
","
 ESN
"," Nooeh est une startup de la HR Tech, notre vision est de briser l'immobilisme français et permettre à TOUS les profils IT même les plus capés de vivre leur carrière comme un Indépendant qui propose son expertise.Parce que Nooeh part d'un constat, 70% de nos experts Français ne bougent pas car le risque est trop élevé après 50 ans !Et si on dynamisait tout ça ? Et si on leur redonnait confiance ? Et surtout L'envie?Nooeh casse les codes en sortant de cet effet « tunnel » et en prônant l’esprit collaboratif ainsi que le partage ! La plateforme Nooeh dynamiserait les talents même en poste, et vous donnerait une vue du champ de compétences sur lesquels nos entreprises Françaises peuvent s'appuyer!Affranchissons nous du Kilometrage, du contrat de travail, focus performance!!!Nous poussons la circulation des compétences, une vision qui vous aidera plus ! 0 offre d’emploi en ligne 0 offre de mission en ligne",https://nooeh.fr,,,,,,https://www.free-work.com/fr/companies/nooeh,https://www.free-work.com/fr/companies/nooeh
cross systems SA,Non renseigné,"
 Non renseigné
","
 250 - 999
","
 Carouge, Genève, Suisse
","
 ESN
"," Joining WIDE means joining an agency that breaks the codes. Here, we create experiences that empower brands and their businesses.Digital since its inception, the agency has undergone a profound transformation to become fully 360. Nowadays, we reverse all communication challenges: from ecosystem deployment to e-commerce, including mobile apps, social media, and print.Our international clients from the financial, luxury and sports sectors love our total freedom and unbridled creativity.Currently the largest agency in French-speaking Switzerland (and soon in Switzerland), WIDE is a unique mix of 260 talents from different backgrounds and diverse cultures: strategists, creatives, front/back developers, data analysts, project managers ... Enjoying working together makes us more relevant, this is what drives us to recruit living and alternative minds.Based in Geneva, we are a true center of attraction and distraction. Our presence in the heart of Europe extends to Paris, Barcelona, Belgium, Luxembourg and even China. Another asset that makes us a decidedly unique agency. 0 offre d’emploi en ligne 0 offre de mission en ligne",,"AngularJS,Magento,Test,salesforce,JAVA/J2EE,Drupal,Digital,Reactjs,Vuejs,Tests,+22",,,,", https://www.wideagency.ch/, https://www.albertagency.com/s/?language=en_US",https://www.free-work.com/fr/companies/cross-systems-sa,https://www.free-work.com/fr/companies/cross-systems-sa
MTB 111,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Clichy-la-Garenne, Île-de-France
","
 ESN
"," Fort de ses 40 années d’expertise, MTB111 réunit aujourd’hui 80 passionnés qui accompagnent leurs clients aussi bien dans le pilotage opérationnel de projets stratégiques que dans la transformation de patrimoines SI existants obsolètes. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://mtb-generative.com/,,,,,,https://www.free-work.com/fr/companies/mtb-111-1,https://www.free-work.com/fr/companies/mtb-111-1
Ambition consulting & services,Non renseigné,"
 Non renseigné
","
 100 - 249
","
 Lyon, Auvergne-Rhône-Alpes
","
 ESN
"," La société Ambition Consulting & Services, intervient pour différents types de prestations dans les domaines des Télécommunications et des Systèmes d’Information Nous accompagnons nos clients sur l’ensemble des sujets en leur apportant des solutions globales clés en main ou de l’expertise en régie dans leurs équipes. La qualité et la polyvalence sont notre principal ADN 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.ambitioncs.com/,,,,,,https://www.free-work.com/fr/companies/ambition-consulting-services,https://www.free-work.com/fr/companies/ambition-consulting-services
Digital Professional services,2018,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 ESN
"," DIGITAL PROFESSIONAL SERVICES est une entreprise de services du numérique. Elle a été créée en 2018, adossée à un groupe de 400 personnes (35 millions d'euros de chiffre d'affaires).Basée en région parisienne, elle intervient sur l’ensemble du territoire français ainsi qu’à l’international.L’équipe de direction possède plusieurs dizaines d’années d’expérience en systèmes d’information. Elle a fourni des services de conseil en technologies de l’information pour les plus grands noms de l’énergie, de la banque, de l’assurance, des télécoms, des transports publics…DIGITAL PROFESSIONAL SERVICES réalise des missions d’étude et de conseil en technologies de l’information dans les trois étapes du cycle de vie des projets : Design / Build / Run. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.d-p-s.net/,,,,,,https://www.free-work.com/fr/companies/digital-professional-services,https://www.free-work.com/fr/companies/digital-professional-services
PIMAN IT,Non renseigné,"
 Non renseigné
","
 250 - 999
","
 Limonest, Auvergne-Rhône-Alpes
","
 ESN
"," PIMAN IT est l’entité de PIMAN Group spécialisée dans le Conseil en Transformation Numérique. Nos experts du digital accompagnent et guident nos clients, étape par étape, selon leurs besoins et leur niveau de maturité, pour les aider à passer le cap du digital… et pour tirer toute la quintessence de la Data.Chaque client étant différent, PIMAN IT recrute les meilleurs consultants et experts, et s’appuie sur des méthodologies robustes et efficaces pour apporter une réponse sur-mesure à ses clients, avec un seul objectif : maximiser la productivité et l'efficience de leurs entreprises ou organisations. 0 offre d’emploi en ligne 0 offre de mission en ligne",,,,,,,https://www.free-work.com/fr/companies/piman-it,https://www.free-work.com/fr/companies/piman-it
QosmiQ Networks,2005,"
 2,5M€
","
 20 - 99
","
 Paris, France
","
 ESN
"," Sous l’impulsion de Luc Podrzycki, ingénieur et entrepreneur, QosmiQ Networks est né il y a plus de 15 ans de la volonté d’experts du monde des Télécoms et des Services digitaux, spécialistes des projets de transformation IT complexes et critiques, de valoriser la data et renforcer la confiance dans le digital. Si l’innovation est au cœur de notre ADN, c’est avant tout l’Humain qui reste au centre de nos activités. Il est le centre de notre démarche pour que la transformation soit vraiment utile et à son service. Il est au centre du jeu car une transformation réussie passe par une organisation humaine tendue vers cet objectif. Notre valeur ajoutée : une approche et un accompagnement sur mesure, depuis la réflexion stratégique et marketing, jusqu’à la mise en œuvre opérationnelle, en passant par la transformation et la formation.Le développement des compétences est un pilier de notre approche, pour accompagner de manière pertinente les équipes de nos clients, mais également nos propres projets. La valeur de nos consultants repose sur de solides acquis techniques, mais nous nous attachons à valoriser la dimension humaine de notre approche chez nos clients et ce qui fait de chacun de nos consultants quelqu’un d’unique. 0 offre d’emploi en ligne 0 offre de mission en ligne",,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQEnaywT2G3R0gAAAYPsuBLw5Nf2cbYkBNh3CVY5OehRI0nJXS1Z_SCE4tmUy0Zc_AogvNTLcAbpKJAnx4FO1Sl8PXDWtB0c8ZyGaAgT48d_zYZIMS3dQWfzcaFtd9zeZ7mlQs8=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Ffr.linkedin.com%2Fcompany%2Fqosmiqnetworks,https://twitter.com/hashtag/qosmiq,,,https://www.free-work.com/fr/companies/qosmiq-networks,https://www.free-work.com/fr/companies/qosmiq-networks
